rank,sigma,log10_sigma
1448,1.551786632591769e-17,-16.809168
1449,1.420514611413076e-17,-16.847554
1450,1.346554821811933e-17,-16.870776
1451,1.278031188850311e-17,-16.893459
1452,1.184096175961764e-17,-16.926613
1453,9.590707572223340e-18,-17.018149
1454,7.919930374897828e-18,-17.101279
1455,6.685378240559437e-18,-17.174874
1456,4.370292773888854e-18,-17.359489
1457,1.428152342472855e-18,-17.845225
1458,5.091372896408090e-19,-18.293165
