from_state,to_state,K_derived,K_empirical,diff
(21|28),(13|13),0.000013,0.000009,+0.000004
(21|28),(13|14),0.000021,0.000022,-0.000001
(21|28),(13|15),0.000037,0.000022,+0.000014
(21|28),(13|16),0.000085,0.000071,+0.000014
(21|28),(13|17),0.000163,0.000182,-0.000019
(21|28),(13|18),0.000315,0.000333,-0.000017
(21|28),(13|19),0.000656,0.000670,-0.000014
(21|28),(13|20),0.001313,0.001269,+0.000044
(21|28),(13|21),0.002597,0.002857,-0.000260
(21|28),(13|22),0.005165,0.005315,-0.000151
(21|28),(13|23),0.010390,0.011141,-0.000751
(21|28),(13|24),0.020735,0.022420,-0.001685
(21|28),(13|25),0.020620,0.018635,+0.001985
(21|28),(15|9),0.000002,0.000000,+0.000002
(21|28),(15|10),0.000004,0.000000,+0.000004
(21|28),(15|11),0.000000,0.000009,-0.000009
(21|28),(15|12),0.000003,0.000009,-0.000006
(21|28),(15|13),0.000009,0.000004,+0.000004
(21|28),(15|14),0.000017,0.000018,-0.000001
(21|28),(15|15),0.000039,0.000031,+0.000008
(21|28),(15|16),0.000070,0.000075,-0.000005
(21|28),(15|17),0.000153,0.000124,+0.000028
(21|28),(15|18),0.000353,0.000302,+0.000051
(21|28),(15|19),0.000663,0.000683,-0.000021
(21|28),(15|20),0.001281,0.001362,-0.000081
(21|28),(15|21),0.002563,0.002773,-0.000210
(21|28),(15|22),0.005055,0.005639,-0.000584
(21|28),(15|23),0.010459,0.011168,-0.000709
(21|28),(15|24),0.021032,0.022282,-0.001250
(21|28),(15|25),0.021011,0.018081,+0.002930
(21|28),(17|11),0.000000,0.000004,-0.000004
(21|28),(17|12),0.000001,0.000004,-0.000003
(21|28),(17|13),0.000005,0.000013,-0.000009
(21|28),(17|14),0.000011,0.000035,-0.000024
(21|28),(17|15),0.000035,0.000084,-0.000049
(21|28),(17|16),0.000080,0.000089,-0.000009
(21|28),(17|17),0.000152,0.000235,-0.000083
(21|28),(17|18),0.000318,0.000328,-0.000010
(21|28),(17|19),0.000661,0.000674,-0.000013
(21|28),(17|20),0.001305,0.001362,-0.000057
(21|28),(17|21),0.002615,0.002875,-0.000260
(21|28),(17|22),0.005224,0.005577,-0.000353
(21|28),(17|23),0.010471,0.010977,-0.000506
(21|28),(17|24),0.020783,0.022109,-0.001326
(21|28),(17|25),0.020644,0.018653,+0.001991
(21|28),(19|9),0.000001,0.000000,+0.000001
(21|28),(19|10),0.000001,0.000004,-0.000004
(21|28),(19|11),0.000003,0.000000,+0.000003
(21|28),(19|12),0.000008,0.000000,+0.000008
(21|28),(19|13),0.000015,0.000013,+0.000002
(21|28),(19|14),0.000023,0.000018,+0.000006
(21|28),(19|15),0.000032,0.000031,+0.000001
(21|28),(19|16),0.000073,0.000164,-0.000092
(21|28),(19|17),0.000175,0.000164,+0.000010
(21|28),(19|18),0.000329,0.000311,+0.000018
(21|28),(19|19),0.000619,0.000652,-0.000033
(21|28),(19|20),0.001271,0.001446,-0.000176
(21|28),(19|21),0.002557,0.002835,-0.000278
(21|28),(19|22),0.005130,0.005688,-0.000558
(21|28),(19|23),0.010384,0.011310,-0.000926
(21|28),(19|24),0.020883,0.022500,-0.001617
(21|28),(19|25),0.020917,0.018356,+0.002562
(21|28),(21|9),0.000000,0.000004,-0.000004
(21|28),(21|10),0.000001,0.000000,+0.000001
(21|28),(21|11),0.000004,0.000000,+0.000004
(21|28),(21|12),0.000005,0.000004,+0.000001
(21|28),(21|13),0.000009,0.000000,+0.000009
(21|28),(21|14),0.000017,0.000018,-0.000000
(21|28),(21|15),0.000038,0.000053,-0.000015
(21|28),(21|16),0.000075,0.000071,+0.000004
(21|28),(21|17),0.000156,0.000169,-0.000013
(21|28),(21|18),0.000331,0.000342,-0.000011
(21|28),(21|19),0.000644,0.000697,-0.000053
(21|28),(21|20),0.001312,0.001553,-0.000241
(21|28),(21|21),0.002654,0.002471,+0.000183
(21|28),(21|22),0.005218,0.005382,-0.000164
(21|28),(21|23),0.010420,0.010835,-0.000415
(21|28),(21|24),0.020933,0.021728,-0.000795
(21|28),(21|25),0.021056,0.018622,+0.002434
(21|28),(23|8),0.000001,0.000000,+0.000001
(21|28),(23|11),0.000001,0.000009,-0.000008
(21|28),(23|12),0.000005,0.000000,+0.000005
(21|28),(23|13),0.000006,0.000027,-0.000021
(21|28),(23|14),0.000015,0.000027,-0.000011
(21|28),(23|15),0.000041,0.000071,-0.000030
(21|28),(23|16),0.000075,0.000084,-0.000009
(21|28),(23|17),0.000151,0.000124,+0.000027
(21|28),(23|18),0.000305,0.000368,-0.000063
(21|28),(23|19),0.000648,0.000674,-0.000026
(21|28),(23|20),0.001310,0.001482,-0.000172
(21|28),(23|21),0.002553,0.002640,-0.000087
(21|28),(23|22),0.005176,0.005582,-0.000406
(21|28),(23|23),0.010327,0.011363,-0.001036
(21|28),(23|24),0.020545,0.021892,-0.001347
(21|28),(23|25),0.020591,0.018533,+0.002057
(21|28),(25|10),0.000003,0.000000,+0.000003
(21|28),(25|11),0.000005,0.000009,-0.000004
(21|28),(25|12),0.000008,0.000000,+0.000008
(21|28),(25|13),0.000014,0.000035,-0.000021
(21|28),(25|14),0.000020,0.000018,+0.000002
(21|28),(25|15),0.000035,0.000040,-0.000005
(21|28),(25|16),0.000076,0.000084,-0.000008
(21|28),(25|17),0.000167,0.000173,-0.000006
(21|28),(25|18),0.000347,0.000359,-0.000012
(21|28),(25|19),0.000659,0.000608,+0.000051
(21|28),(25|20),0.001299,0.001464,-0.000165
(21|28),(25|21),0.002601,0.002849,-0.000248
(21|28),(25|22),0.005210,0.005555,-0.000345
(21|28),(25|23),0.010455,0.010786,-0.000332
(21|28),(25|24),0.020771,0.022096,-0.001325
(21|28),(25|25),0.020592,0.018285,+0.002307
(21|28),(27|11),0.000003,0.000004,-0.000002
(21|28),(27|12),0.000004,0.000004,-0.000000
(21|28),(27|13),0.000009,0.000004,+0.000004
(21|28),(27|14),0.000019,0.000049,-0.000029
(21|28),(27|15),0.000039,0.000035,+0.000003
(21|28),(27|16),0.000079,0.000071,+0.000008
(21|28),(27|17),0.000143,0.000191,-0.000047
(21|28),(27|18),0.000328,0.000364,-0.000036
(21|28),(27|19),0.000651,0.000621,+0.000029
(21|28),(27|20),0.001309,0.001407,-0.000097
(21|28),(27|21),0.002629,0.002560,+0.000069
(21|28),(27|22),0.005199,0.005511,-0.000311
(21|28),(27|23),0.010391,0.011132,-0.000741
(21|28),(27|24),0.020821,0.022265,-0.001444
(21|28),(27|25),0.020860,0.017952,+0.002908
(21|28),(29|7),0.000001,0.000000,+0.000001
(21|28),(29|9),0.000001,0.000004,-0.000004
(21|28),(29|10),0.000002,0.000000,+0.000002
(21|28),(29|11),0.000002,0.000000,+0.000002
(21|28),(29|12),0.000003,0.000004,-0.000002
(21|28),(29|13),0.000007,0.000013,-0.000007
(21|28),(29|14),0.000016,0.000027,-0.000011
(21|28),(29|15),0.000042,0.000053,-0.000011
(21|28),(29|16),0.000102,0.000102,-0.000000
(21|28),(29|17),0.000176,0.000169,+0.000007
(21|28),(29|18),0.000311,0.000377,-0.000066
(21|28),(29|19),0.000644,0.000825,-0.000181
(21|28),(29|20),0.001293,0.001340,-0.000047
(21|28),(29|21),0.002624,0.003048,-0.000424
(21|28),(29|22),0.005277,0.005413,-0.000136
(21|28),(29|23),0.010451,0.010742,-0.000291
(21|28),(29|24),0.020927,0.021910,-0.000982
(21|28),(29|25),0.020743,0.018067,+0.002675
(21|28),(31|10),0.000001,0.000009,-0.000008
(21|28),(31|11),0.000001,0.000000,+0.000001
(21|28),(31|12),0.000003,0.000013,-0.000011
(21|28),(31|13),0.000011,0.000000,+0.000011
(21|28),(31|14),0.000029,0.000040,-0.000011
(21|28),(31|15),0.000053,0.000009,+0.000044
(21|28),(31|16),0.000075,0.000071,+0.000004
(21|28),(31|17),0.000147,0.000204,-0.000057
(21|28),(31|18),0.000304,0.000275,+0.000029
(21|28),(31|19),0.000655,0.000643,+0.000012
(21|28),(31|20),0.001290,0.001415,-0.000125
(21|28),(31|21),0.002539,0.002813,-0.000274
(21|28),(31|22),0.005209,0.005409,-0.000199
(21|28),(31|23),0.010532,0.011510,-0.000978
(21|28),(31|24),0.020894,0.022451,-0.001557
(21|28),(31|25),0.020695,0.018249,+0.002445
(21|29),(1|10),0.000001,0.000004,-0.000003
(21|29),(1|11),0.000001,0.000004,-0.000004
(21|29),(1|12),0.000004,0.000004,-0.000000
(21|29),(1|13),0.000008,0.000009,-0.000001
(21|29),(1|14),0.000011,0.000004,+0.000006
(21|29),(1|15),0.000027,0.000004,+0.000023
(21|29),(1|16),0.000049,0.000044,+0.000005
(21|29),(1|17),0.000075,0.000093,-0.000019
(21|29),(1|18),0.000167,0.000186,-0.000019
(21|29),(1|19),0.000328,0.000302,+0.000026
(21|29),(1|20),0.000659,0.000679,-0.000020
(21|29),(1|21),0.001289,0.001424,-0.000135
(21|29),(1|22),0.002565,0.002760,-0.000195
(21|29),(1|23),0.005240,0.005436,-0.000196
(21|29),(1|24),0.010385,0.011325,-0.000940
(21|29),(1|25),0.020821,0.021984,-0.001163
(21|29),(1|26),0.021073,0.018314,+0.002760
(21|29),(3|10),0.000001,0.000000,+0.000001
(21|29),(3|12),0.000004,0.000004,-0.000000
(21|29),(3|13),0.000011,0.000004,+0.000006
(21|29),(3|14),0.000006,0.000000,+0.000006
(21|29),(3|15),0.000010,0.000036,-0.000026
(21|29),(3|16),0.000043,0.000027,+0.000017
(21|29),(3|17),0.000093,0.000111,-0.000018
(21|29),(3|18),0.000158,0.000151,+0.000007
(21|29),(3|19),0.000303,0.000404,-0.000101
(21|29),(3|20),0.000621,0.000679,-0.000058
(21|29),(3|21),0.001328,0.001349,-0.000021
(21|29),(3|22),0.002749,0.002986,-0.000238
(21|29),(3|23),0.005343,0.005427,-0.000084
(21|29),(3|24),0.010455,0.011103,-0.000648
(21|29),(3|25),0.020950,0.021873,-0.000923
(21|29),(3|26),0.021079,0.018061,+0.003018
(21|29),(5|8),0.000002,0.000000,+0.000002
(21|29),(5|9),0.000002,0.000000,+0.000002
(21|29),(5|10),0.000001,0.000000,+0.000001
(21|29),(5|12),0.000002,0.000000,+0.000002
(21|29),(5|13),0.000009,0.000009,-0.000000
(21|29),(5|14),0.000015,0.000018,-0.000002
(21|29),(5|15),0.000025,0.000027,-0.000002
(21|29),(5|16),0.000046,0.000049,-0.000003
(21|29),(5|17),0.000079,0.000089,-0.000009
(21|29),(5|18),0.000154,0.000213,-0.000059
(21|29),(5|19),0.000318,0.000373,-0.000055
(21|29),(5|20),0.000658,0.000737,-0.000079
(21|29),(5|21),0.001277,0.001362,-0.000086
(21|29),(5|22),0.002528,0.002698,-0.000170
(21|29),(5|23),0.005289,0.005254,+0.000035
(21|29),(5|24),0.010479,0.011134,-0.000654
(21|29),(5|25),0.020732,0.021806,-0.001074
(21|29),(5|26),0.020885,0.018127,+0.002758
(21|29),(7|7),0.000001,0.000000,+0.000001
(21|29),(7|11),0.000000,0.000004,-0.000004
(21|29),(7|13),0.000004,0.000000,+0.000004
(21|29),(7|14),0.000014,0.000004,+0.000010
(21|29),(7|15),0.000021,0.000009,+0.000012
(21|29),(7|16),0.000047,0.000036,+0.000012
(21|29),(7|17),0.000101,0.000093,+0.000007
(21|29),(7|18),0.000171,0.000169,+0.000003
(21|29),(7|19),0.000333,0.000382,-0.000048
(21|29),(7|20),0.000636,0.000768,-0.000132
(21|29),(7|21),0.001234,0.001327,-0.000093
(21|29),(7|22),0.002533,0.002631,-0.000098
(21|29),(7|23),0.005159,0.005835,-0.000676
(21|29),(7|24),0.010281,0.011147,-0.000866
(21|29),(7|25),0.020614,0.022010,-0.001396
(21|29),(7|26),0.020620,0.018194,+0.002426
(21|29),(9|12),0.000002,0.000000,+0.000002
(21|29),(9|13),0.000006,0.000009,-0.000003
(21|29),(9|14),0.000015,0.000004,+0.000011
(21|29),(9|15),0.000021,0.000040,-0.000019
(21|29),(9|16),0.000041,0.000044,-0.000004
(21|29),(9|17),0.000083,0.000089,-0.000006
(21|29),(9|18),0.000159,0.000209,-0.000050
(21|29),(9|19),0.000334,0.000364,-0.000030
(21|29),(9|20),0.000659,0.000785,-0.000127
(21|29),(9|21),0.001287,0.001282,+0.000004
(21|29),(9|22),0.002611,0.002578,+0.000033
(21|29),(9|23),0.005223,0.005503,-0.000279
(21|29),(9|24),0.010483,0.011702,-0.001219
(21|29),(9|25),0.020931,0.021793,-0.000862
(21|29),(9|26),0.020885,0.018318,+0.002567
(21|29),(11|11),0.000000,0.000004,-0.000004
(21|29),(11|12),0.000001,0.000004,-0.000004
(21|29),(11|13),0.000004,0.000000,+0.000004
(21|29),(11|14),0.000013,0.000022,-0.000010
(21|29),(11|15),0.000026,0.000009,+0.000017
(21|29),(11|16),0.000045,0.000080,-0.000035
(21|29),(11|17),0.000081,0.000062,+0.000019
(21|29),(11|18),0.000166,0.000169,-0.000003
(21|29),(11|19),0.000353,0.000293,+0.000060
(21|29),(11|20),0.000683,0.000621,+0.000061
(21|29),(11|21),0.001349,0.001305,+0.000044
(21|29),(11|22),0.002595,0.002623,-0.000027
(21|29),(11|23),0.005227,0.005773,-0.000547
(21|29),(11|24),0.010500,0.010668,-0.000168
(21|29),(11|25),0.021058,0.022237,-0.001179
(21|29),(11|26),0.021033,0.018815,+0.002218
(21|29),(13|9),0.000000,0.000004,-0.000004
(21|29),(13|12),0.000001,0.000000,+0.000001
(21|29),(13|13),0.000006,0.000004,+0.000002
(21|29),(13|14),0.000013,0.000022,-0.000009
(21|29),(13|15),0.000021,0.000031,-0.000010
(21|29),(13|16),0.000037,0.000040,-0.000003
(21|29),(13|17),0.000085,0.000067,+0.000018
(21|29),(13|18),0.000163,0.000186,-0.000024
(21|29),(13|19),0.000315,0.000430,-0.000115
(21|29),(13|20),0.000656,0.000639,+0.000017
(21|29),(13|21),0.001313,0.001393,-0.000080
(21|29),(13|22),0.002597,0.002827,-0.000229
(21|29),(13|23),0.005165,0.005587,-0.000422
(21|29),(13|24),0.010390,0.011191,-0.000801
(21|29),(13|25),0.020735,0.022627,-0.001892
(21|29),(13|26),0.020620,0.018491,+0.002129
(21|29),(15|10),0.000002,0.000000,+0.000002
(21|29),(15|11),0.000004,0.000009,-0.000005
(21|29),(15|12),0.000000,0.000013,-0.000013
(21|29),(15|13),0.000003,0.000009,-0.000006
(21|29),(15|14),0.000009,0.000004,+0.000004
(21|29),(15|15),0.000017,0.000009,+0.000008
(21|29),(15|16),0.000039,0.000031,+0.000008
(21|29),(15|17),0.000070,0.000071,-0.000001
(21|29),(15|18),0.000153,0.000133,+0.000020
(21|29),(15|19),0.000353,0.000351,+0.000002
(21|29),(15|20),0.000663,0.000794,-0.000132
(21|29),(15|21),0.001281,0.001353,-0.000073
(21|29),(15|22),0.002563,0.002969,-0.000405
(21|29),(15|23),0.005055,0.005432,-0.000376
(21|29),(15|24),0.010459,0.011018,-0.000559
(21|29),(15|25),0.021032,0.022521,-0.001489
(21|29),(15|26),0.021011,0.018394,+0.002617
(21|29),(17|12),0.000000,0.000004,-0.000004
(21|29),(17|13),0.000001,0.000009,-0.000008
(21|29),(17|14),0.000005,0.000013,-0.000009
(21|29),(17|15),0.000011,0.000027,-0.000015
(21|29),(17|16),0.000035,0.000036,-0.000000
(21|29),(17|17),0.000080,0.000093,-0.000013
(21|29),(17|18),0.000152,0.000182,-0.000030
(21|29),(17|19),0.000318,0.000457,-0.000139
(21|29),(17|20),0.000661,0.000652,+0.000009
(21|29),(17|21),0.001305,0.001367,-0.000062
(21|29),(17|22),0.002615,0.002711,-0.000096
(21|29),(17|23),0.005224,0.005485,-0.000261
(21|29),(17|24),0.010471,0.010916,-0.000446
(21|29),(17|25),0.020783,0.021948,-0.001165
(21|29),(17|26),0.020644,0.018571,+0.002073
(21|29),(19|10),0.000001,0.000000,+0.000001
(21|29),(19|12),0.000003,0.000013,-0.000010
(21|29),(19|13),0.000008,0.000000,+0.000008
(21|29),(19|14),0.000015,0.000009,+0.000006
(21|29),(19|15),0.000023,0.000027,-0.000003
(21|29),(19|16),0.000032,0.000022,+0.000010
(21|29),(19|17),0.000073,0.000084,-0.000012
(21|29),(19|18),0.000175,0.000178,-0.000003
(21|29),(19|19),0.000329,0.000386,-0.000057
(21|29),(19|20),0.000619,0.000648,-0.000029
(21|29),(19|21),0.001271,0.001438,-0.000167
(21|29),(19|22),0.002557,0.002867,-0.000309
(21|29),(19|23),0.005130,0.005409,-0.000279
(21|29),(19|24),0.010384,0.011183,-0.000799
(21|29),(19|25),0.020883,0.022161,-0.001278
(21|29),(19|26),0.020917,0.018287,+0.002630
(21|29),(21|11),0.000001,0.000000,+0.000001
(21|29),(21|12),0.000004,0.000000,+0.000004
(21|29),(21|13),0.000005,0.000004,+0.000001
(21|29),(21|14),0.000009,0.000000,+0.000009
(21|29),(21|15),0.000017,0.000031,-0.000014
(21|29),(21|16),0.000038,0.000040,-0.000002
(21|29),(21|17),0.000075,0.000093,-0.000019
(21|29),(21|18),0.000156,0.000142,+0.000014
(21|29),(21|19),0.000331,0.000324,+0.000007
(21|29),(21|20),0.000644,0.000683,-0.000039
(21|29),(21|21),0.001312,0.001385,-0.000073
(21|29),(21|22),0.002654,0.002631,+0.000023
(21|29),(21|23),0.005218,0.005582,-0.000364
(21|29),(21|24),0.010420,0.011360,-0.000940
(21|29),(21|25),0.020933,0.021478,-0.000544
(21|29),(21|26),0.021056,0.019361,+0.001695
(21|29),(23|9),0.000001,0.000000,+0.000001
(21|29),(23|12),0.000001,0.000004,-0.000003
(21|29),(23|13),0.000005,0.000000,+0.000005
(21|29),(23|14),0.000006,0.000018,-0.000012
(21|29),(23|15),0.000015,0.000009,+0.000006
(21|29),(23|16),0.000041,0.000044,-0.000003
(21|29),(23|17),0.000075,0.000098,-0.000022
(21|29),(23|18),0.000151,0.000155,-0.000004
(21|29),(23|19),0.000305,0.000395,-0.000090
(21|29),(23|20),0.000648,0.000661,-0.000013
(21|29),(23|21),0.001310,0.001438,-0.000128
(21|29),(23|22),0.002553,0.002911,-0.000358
(21|29),(23|23),0.005176,0.005312,-0.000136
(21|29),(23|24),0.010327,0.010592,-0.000265
(21|29),(23|25),0.020545,0.021868,-0.001324
(21|29),(23|26),0.020591,0.018553,+0.002037
(21|29),(25|11),0.000003,0.000000,+0.000003
(21|29),(25|12),0.000005,0.000000,+0.000005
(21|29),(25|13),0.000008,0.000004,+0.000004
(21|29),(25|14),0.000014,0.000009,+0.000005
(21|29),(25|15),0.000020,0.000022,-0.000002
(21|29),(25|16),0.000035,0.000027,+0.000008
(21|29),(25|17),0.000076,0.000067,+0.000009
(21|29),(25|18),0.000167,0.000186,-0.000019
(21|29),(25|19),0.000347,0.000284,+0.000063
(21|29),(25|20),0.000659,0.000710,-0.000051
(21|29),(25|21),0.001299,0.001451,-0.000152
(21|29),(25|22),0.002601,0.003000,-0.000399
(21|29),(25|23),0.005210,0.005578,-0.000368
(21|29),(25|24),0.010455,0.010832,-0.000377
(21|29),(25|25),0.020771,0.021655,-0.000885
(21|29),(25|26),0.020592,0.018744,+0.001848
(21|29),(27|12),0.000003,0.000000,+0.000003
(21|29),(27|13),0.000004,0.000009,-0.000005
(21|29),(27|14),0.000009,0.000009,-0.000000
(21|29),(27|15),0.000019,0.000000,+0.000019
(21|29),(27|16),0.000039,0.000071,-0.000032
(21|29),(27|17),0.000079,0.000080,-0.000001
(21|29),(27|18),0.000143,0.000151,-0.000008
(21|29),(27|19),0.000328,0.000320,+0.000008
(21|29),(27|20),0.000651,0.000666,-0.000015
(21|29),(27|21),0.001309,0.001385,-0.000075
(21|29),(27|22),0.002629,0.002565,+0.000064
(21|29),(27|23),0.005199,0.005684,-0.000485
(21|29),(27|24),0.010391,0.011129,-0.000738
(21|29),(27|25),0.020821,0.021784,-0.000963
(21|29),(27|26),0.020860,0.017772,+0.003088
(21|29),(29|8),0.000001,0.000000,+0.000001
(21|29),(29|11),0.000002,0.000000,+0.000002
(21|29),(29|12),0.000002,0.000000,+0.000002
(21|29),(29|13),0.000003,0.000004,-0.000002
(21|29),(29|14),0.000007,0.000013,-0.000007
(21|29),(29|15),0.000016,0.000018,-0.000002
(21|29),(29|16),0.000042,0.000044,-0.000002
(21|29),(29|17),0.000102,0.000080,+0.000022
(21|29),(29|18),0.000176,0.000102,+0.000074
(21|29),(29|19),0.000311,0.000320,-0.000009
(21|29),(29|20),0.000644,0.000608,+0.000036
(21|29),(29|21),0.001293,0.001376,-0.000083
(21|29),(29|22),0.002624,0.002960,-0.000336
(21|29),(29|23),0.005277,0.005489,-0.000212
(21|29),(29|24),0.010451,0.011094,-0.000643
(21|29),(29|25),0.020927,0.021935,-0.001007
(21|29),(29|26),0.020743,0.017342,+0.003401
(21|29),(31|12),0.000001,0.000004,-0.000003
(21|29),(31|13),0.000003,0.000000,+0.000003
(21|29),(31|14),0.000011,0.000000,+0.000011
(21|29),(31|15),0.000029,0.000022,+0.000007
(21|29),(31|16),0.000053,0.000049,+0.000005
(21|29),(31|17),0.000075,0.000071,+0.000004
(21|29),(31|18),0.000147,0.000204,-0.000057
(21|29),(31|19),0.000304,0.000359,-0.000055
(21|29),(31|20),0.000655,0.000657,-0.000001
(21|29),(31|21),0.001290,0.001500,-0.000210
(21|29),(31|22),0.002539,0.002676,-0.000137
(21|29),(31|23),0.005209,0.005574,-0.000364
(21|29),(31|24),0.010532,0.010983,-0.000451
(21|29),(31|25),0.020894,0.022143,-0.001249
(21|29),(31|26),0.020695,0.018469,+0.002226
(21|30),(1|10),0.000001,0.000004,-0.000004
(21|30),(1|11),0.000001,0.000000,+0.000001
(21|30),(1|13),0.000004,0.000000,+0.000004
(21|30),(1|14),0.000008,0.000000,+0.000008
(21|30),(1|15),0.000011,0.000018,-0.000007
(21|30),(1|16),0.000027,0.000044,-0.000017
(21|30),(1|17),0.000049,0.000035,+0.000014
(21|30),(1|18),0.000075,0.000102,-0.000027
(21|30),(1|19),0.000167,0.000199,-0.000032
(21|30),(1|20),0.000328,0.000354,-0.000026
(21|30),(1|21),0.000659,0.000753,-0.000094
(21|30),(1|22),0.001289,0.001537,-0.000248
(21|30),(1|23),0.002565,0.002720,-0.000155
(21|30),(1|24),0.005240,0.005383,-0.000143
(21|30),(1|25),0.010385,0.011354,-0.000970
(21|30),(1|26),0.020821,0.022501,-0.001680
(21|30),(1|27),0.021073,0.018234,+0.002839
(21|30),(3|11),0.000001,0.000000,+0.000001
(21|30),(3|13),0.000004,0.000000,+0.000004
(21|30),(3|14),0.000011,0.000000,+0.000011
(21|30),(3|15),0.000006,0.000009,-0.000003
(21|30),(3|16),0.000010,0.000022,-0.000012
(21|30),(3|17),0.000043,0.000080,-0.000036
(21|30),(3|18),0.000093,0.000111,-0.000017
(21|30),(3|19),0.000158,0.000190,-0.000032
(21|30),(3|20),0.000303,0.000261,+0.000041
(21|30),(3|21),0.000621,0.000718,-0.000097
(21|30),(3|22),0.001328,0.001453,-0.000125
(21|30),(3|23),0.002749,0.002764,-0.000016
(21|30),(3|24),0.005343,0.005511,-0.000168
(21|30),(3|25),0.010455,0.010885,-0.000430
(21|30),(3|26),0.020950,0.022213,-0.001263
(21|30),(3|27),0.021079,0.018243,+0.002835
(21|30),(5|9),0.000002,0.000000,+0.000002
(21|30),(5|10),0.000002,0.000000,+0.000002
(21|30),(5|11),0.000001,0.000000,+0.000001
(21|30),(5|13),0.000002,0.000000,+0.000002
(21|30),(5|14),0.000009,0.000004,+0.000004
(21|30),(5|15),0.000015,0.000000,+0.000015
(21|30),(5|16),0.000025,0.000013,+0.000011
(21|30),(5|17),0.000046,0.000053,-0.000007
(21|30),(5|18),0.000079,0.000106,-0.000027
(21|30),(5|19),0.000154,0.000142,+0.000012
(21|30),(5|20),0.000318,0.000354,-0.000036
(21|30),(5|21),0.000658,0.000611,+0.000047
(21|30),(5|22),0.001277,0.001356,-0.000079
(21|30),(5|23),0.002528,0.002791,-0.000263
(21|30),(5|24),0.005289,0.005644,-0.000355
(21|30),(5|25),0.010479,0.011173,-0.000694
(21|30),(5|26),0.020732,0.021849,-0.001117
(21|30),(5|27),0.020885,0.018044,+0.002841
(21|30),(7|6),0.000001,0.000000,+0.000001
(21|30),(7|8),0.000001,0.000000,+0.000001
(21|30),(7|10),0.000000,0.000004,-0.000004
(21|30),(7|12),0.000000,0.000009,-0.000009
(21|30),(7|14),0.000004,0.000004,-0.000000
(21|30),(7|15),0.000014,0.000009,+0.000005
(21|30),(7|16),0.000021,0.000018,+0.000004
(21|30),(7|17),0.000047,0.000049,-0.000001
(21|30),(7|18),0.000101,0.000106,-0.000006
(21|30),(7|19),0.000171,0.000173,-0.000001
(21|30),(7|20),0.000333,0.000354,-0.000021
(21|30),(7|21),0.000636,0.000669,-0.000033
(21|30),(7|22),0.001234,0.001360,-0.000126
(21|30),(7|23),0.002533,0.002645,-0.000111
(21|30),(7|24),0.005159,0.005343,-0.000183
(21|30),(7|25),0.010281,0.010721,-0.000440
(21|30),(7|26),0.020614,0.021965,-0.001351
(21|30),(7|27),0.020620,0.017685,+0.002935
(21|30),(9|13),0.000002,0.000004,-0.000002
(21|30),(9|14),0.000006,0.000004,+0.000002
(21|30),(9|15),0.000015,0.000013,+0.000002
(21|30),(9|16),0.000021,0.000009,+0.000012
(21|30),(9|17),0.000041,0.000044,-0.000004
(21|30),(9|18),0.000083,0.000075,+0.000007
(21|30),(9|19),0.000159,0.000204,-0.000045
(21|30),(9|20),0.000334,0.000328,+0.000006
(21|30),(9|21),0.000659,0.000713,-0.000055
