from_state,to_state,K_derived,K_empirical,diff
(21|26),(9|13),0.000041,0.000076,-0.000035
(21|26),(9|14),0.000083,0.000058,+0.000025
(21|26),(9|15),0.000159,0.000107,+0.000052
(21|26),(9|16),0.000334,0.000249,+0.000085
(21|26),(9|17),0.000659,0.000560,+0.000099
(21|26),(9|18),0.001287,0.001315,-0.000029
(21|26),(9|19),0.002611,0.002804,-0.000193
(21|26),(9|20),0.005223,0.005026,+0.000198
(21|26),(9|21),0.010483,0.011078,-0.000595
(21|26),(9|22),0.020931,0.021898,-0.000967
(21|26),(9|23),0.020885,0.018010,+0.002876
(21|26),(11|10),0.000004,0.000000,+0.000004
(21|26),(11|11),0.000013,0.000000,+0.000013
(21|26),(11|12),0.000026,0.000040,-0.000014
(21|26),(11|13),0.000045,0.000049,-0.000004
(21|26),(11|14),0.000081,0.000098,-0.000016
(21|26),(11|15),0.000166,0.000164,+0.000002
(21|26),(11|16),0.000353,0.000284,+0.000069
(21|26),(11|17),0.000683,0.000715,-0.000033
(21|26),(11|18),0.001349,0.001346,+0.000002
(21|26),(11|19),0.002595,0.002724,-0.000129
(21|26),(11|20),0.005227,0.005710,-0.000483
(21|26),(11|21),0.010500,0.010438,+0.000062
(21|26),(11|22),0.021058,0.021880,-0.000822
(21|26),(11|23),0.021033,0.018174,+0.002859
(21|26),(13|8),0.000000,0.000004,-0.000004
(21|26),(13|9),0.000001,0.000004,-0.000003
(21|26),(13|10),0.000006,0.000000,+0.000006
(21|26),(13|11),0.000013,0.000004,+0.000009
(21|26),(13|12),0.000021,0.000013,+0.000008
(21|26),(13|13),0.000037,0.000027,+0.000010
(21|26),(13|14),0.000085,0.000067,+0.000018
(21|26),(13|15),0.000163,0.000151,+0.000012
(21|26),(13|16),0.000315,0.000275,+0.000040
(21|26),(13|17),0.000656,0.000720,-0.000064
(21|26),(13|18),0.001313,0.001453,-0.000140
(21|26),(13|19),0.002597,0.002942,-0.000344
(21|26),(13|20),0.005165,0.005314,-0.000150
(21|26),(13|21),0.010390,0.010713,-0.000323
(21|26),(13|22),0.020735,0.023226,-0.002491
(21|26),(13|23),0.020620,0.018401,+0.002219
(21|26),(15|7),0.000002,0.000000,+0.000002
(21|26),(15|8),0.000004,0.000009,-0.000005
(21|26),(15|9),0.000000,0.000009,-0.000009
(21|26),(15|10),0.000003,0.000000,+0.000003
(21|26),(15|11),0.000009,0.000000,+0.000009
(21|26),(15|12),0.000017,0.000044,-0.000028
(21|26),(15|13),0.000039,0.000022,+0.000016
(21|26),(15|14),0.000070,0.000147,-0.000077
(21|26),(15|15),0.000153,0.000173,-0.000021
(21|26),(15|16),0.000353,0.000320,+0.000033
(21|26),(15|17),0.000663,0.000702,-0.000039
(21|26),(15|18),0.001281,0.001404,-0.000123
(21|26),(15|19),0.002563,0.002671,-0.000107
(21|26),(15|20),0.005055,0.005666,-0.000610
(21|26),(15|21),0.010459,0.010900,-0.000441
(21|26),(15|22),0.021032,0.022471,-0.001439
(21|26),(15|23),0.021011,0.018405,+0.002606
(21|26),(17|8),0.000000,0.000004,-0.000004
(21|26),(17|9),0.000000,0.000004,-0.000004
(21|26),(17|10),0.000001,0.000009,-0.000008
(21|26),(17|11),0.000005,0.000013,-0.000009
(21|26),(17|12),0.000011,0.000013,-0.000002
(21|26),(17|13),0.000035,0.000027,+0.000009
(21|26),(17|14),0.000080,0.000093,-0.000013
(21|26),(17|15),0.000152,0.000209,-0.000057
(21|26),(17|16),0.000318,0.000329,-0.000011
(21|26),(17|17),0.000661,0.000760,-0.000099
(21|26),(17|18),0.001305,0.001413,-0.000108
(21|26),(17|19),0.002615,0.002693,-0.000077
(21|26),(17|20),0.005224,0.005674,-0.000450
(21|26),(17|21),0.010471,0.011127,-0.000656
(21|26),(17|22),0.020783,0.022147,-0.001363
(21|26),(17|23),0.020644,0.018116,+0.002528
(21|26),(19|7),0.000001,0.000000,+0.000001
(21|26),(19|9),0.000003,0.000009,-0.000006
(21|26),(19|10),0.000008,0.000000,+0.000008
(21|26),(19|11),0.000015,0.000009,+0.000006
(21|26),(19|12),0.000023,0.000044,-0.000021
(21|26),(19|13),0.000032,0.000044,-0.000012
(21|26),(19|14),0.000073,0.000098,-0.000025
(21|26),(19|15),0.000175,0.000280,-0.000105
(21|26),(19|16),0.000329,0.000298,+0.000031
(21|26),(19|17),0.000619,0.000795,-0.000176
(21|26),(19|18),0.001271,0.001391,-0.000120
(21|26),(19|19),0.002557,0.002688,-0.000131
(21|26),(19|20),0.005130,0.005399,-0.000269
(21|26),(19|21),0.010384,0.011464,-0.001080
(21|26),(19|22),0.020883,0.021929,-0.001046
(21|26),(19|23),0.020917,0.018085,+0.002832
(21|26),(21|8),0.000001,0.000000,+0.000001
(21|26),(21|9),0.000004,0.000000,+0.000004
(21|26),(21|10),0.000005,0.000009,-0.000004
(21|26),(21|11),0.000009,0.000004,+0.000005
(21|26),(21|12),0.000017,0.000000,+0.000017
(21|26),(21|13),0.000038,0.000031,+0.000007
(21|26),(21|14),0.000075,0.000089,-0.000014
(21|26),(21|15),0.000156,0.000196,-0.000040
(21|26),(21|16),0.000331,0.000395,-0.000065
(21|26),(21|17),0.000644,0.000689,-0.000045
(21|26),(21|18),0.001312,0.001511,-0.000199
(21|26),(21|19),0.002654,0.002533,+0.000121
(21|26),(21|20),0.005218,0.005594,-0.000376
(21|26),(21|21),0.010420,0.010980,-0.000560
(21|26),(21|22),0.020933,0.022169,-0.001235
(21|26),(21|23),0.021056,0.017068,+0.003988
(21|26),(23|6),0.000001,0.000004,-0.000003
(21|26),(23|8),0.000000,0.000004,-0.000004
(21|26),(23|9),0.000001,0.000000,+0.000001
(21|26),(23|10),0.000005,0.000004,+0.000000
(21|26),(23|11),0.000006,0.000013,-0.000007
(21|26),(23|12),0.000015,0.000022,-0.000007
(21|26),(23|13),0.000041,0.000027,+0.000015
(21|26),(23|14),0.000075,0.000107,-0.000031
(21|26),(23|15),0.000151,0.000142,+0.000009
(21|26),(23|16),0.000305,0.000302,+0.000003
(21|26),(23|17),0.000648,0.000689,-0.000041
(21|26),(23|18),0.001310,0.001417,-0.000107
(21|26),(23|19),0.002553,0.002728,-0.000176
(21|26),(23|20),0.005176,0.005488,-0.000312
(21|26),(23|21),0.010327,0.011500,-0.001173
(21|26),(23|22),0.020545,0.022124,-0.001580
(21|26),(23|23),0.020591,0.018263,+0.002328
(21|26),(25|7),0.000001,0.000004,-0.000004
(21|26),(25|8),0.000003,0.000000,+0.000003
(21|26),(25|9),0.000005,0.000004,+0.000000
(21|26),(25|10),0.000008,0.000000,+0.000008
(21|26),(25|11),0.000014,0.000027,-0.000013
(21|26),(25|12),0.000020,0.000022,-0.000002
(21|26),(25|13),0.000035,0.000027,+0.000008
(21|26),(25|14),0.000076,0.000040,+0.000036
(21|26),(25|15),0.000167,0.000147,+0.000021
(21|26),(25|16),0.000347,0.000369,-0.000021
(21|26),(25|17),0.000659,0.000738,-0.000078
(21|26),(25|18),0.001299,0.001529,-0.000229
(21|26),(25|19),0.002601,0.002733,-0.000132
(21|26),(25|20),0.005210,0.005488,-0.000278
(21|26),(25|21),0.010455,0.010984,-0.000530
(21|26),(25|22),0.020771,0.023271,-0.002500
(21|26),(25|23),0.020592,0.017774,+0.002818
(21|26),(27|9),0.000003,0.000009,-0.000006
(21|26),(27|10),0.000004,0.000000,+0.000004
(21|26),(27|11),0.000009,0.000009,-0.000000
(21|26),(27|12),0.000019,0.000018,+0.000002
(21|26),(27|13),0.000039,0.000040,-0.000001
(21|26),(27|14),0.000079,0.000093,-0.000015
(21|26),(27|15),0.000143,0.000160,-0.000017
(21|26),(27|16),0.000328,0.000391,-0.000063
(21|26),(27|17),0.000651,0.000631,+0.000020
(21|26),(27|18),0.001309,0.001511,-0.000201
(21|26),(27|19),0.002629,0.003026,-0.000397
(21|26),(27|20),0.005199,0.005359,-0.000160
(21|26),(27|21),0.010391,0.010718,-0.000326
(21|26),(27|22),0.020821,0.021276,-0.000455
(21|26),(27|23),0.020860,0.017987,+0.002873
(21|26),(29|5),0.000001,0.000009,-0.000008
(21|26),(29|8),0.000002,0.000000,+0.000002
(21|26),(29|9),0.000002,0.000000,+0.000002
(21|26),(29|10),0.000003,0.000000,+0.000003
(21|26),(29|11),0.000007,0.000009,-0.000002
(21|26),(29|12),0.000016,0.000027,-0.000011
(21|26),(29|13),0.000042,0.000031,+0.000011
(21|26),(29|14),0.000102,0.000053,+0.000049
(21|26),(29|15),0.000176,0.000209,-0.000033
(21|26),(29|16),0.000311,0.000338,-0.000027
(21|26),(29|17),0.000644,0.000804,-0.000160
(21|26),(29|18),0.001293,0.001560,-0.000267
(21|26),(29|19),0.002624,0.002662,-0.000038
(21|26),(29|20),0.005277,0.005243,+0.000034
(21|26),(29|21),0.010451,0.011349,-0.000897
(21|26),(29|22),0.020927,0.022187,-0.001259
(21|26),(29|23),0.020743,0.018356,+0.002386
(21|26),(31|9),0.000001,0.000000,+0.000001
(21|26),(31|10),0.000003,0.000009,-0.000006
(21|26),(31|11),0.000011,0.000004,+0.000007
(21|26),(31|12),0.000029,0.000018,+0.000012
(21|26),(31|13),0.000053,0.000027,+0.000027
(21|26),(31|14),0.000075,0.000084,-0.000009
(21|26),(31|15),0.000147,0.000124,+0.000023
(21|26),(31|16),0.000304,0.000404,-0.000100
(21|26),(31|17),0.000655,0.000591,+0.000064
(21|26),(31|18),0.001290,0.001320,-0.000030
(21|26),(31|19),0.002539,0.002679,-0.000140
(21|26),(31|20),0.005209,0.005234,-0.000025
(21|26),(31|21),0.010532,0.010749,-0.000217
(21|26),(31|22),0.020894,0.022369,-0.001475
(21|26),(31|23),0.020695,0.018343,+0.002352
(21|27),(1|8),0.000001,0.000000,+0.000001
(21|27),(1|10),0.000004,0.000004,-0.000000
(21|27),(1|11),0.000008,0.000009,-0.000001
(21|27),(1|12),0.000011,0.000022,-0.000011
(21|27),(1|13),0.000027,0.000022,+0.000005
(21|27),(1|14),0.000049,0.000044,+0.000005
(21|27),(1|15),0.000075,0.000128,-0.000054
(21|27),(1|16),0.000167,0.000222,-0.000054
(21|27),(1|17),0.000328,0.000337,-0.000009
(21|27),(1|18),0.000659,0.000656,+0.000003
(21|27),(1|19),0.001289,0.001502,-0.000213
(21|27),(1|20),0.002565,0.002760,-0.000195
(21|27),(1|21),0.005240,0.005330,-0.000090
(21|27),(1|22),0.010385,0.011521,-0.001136
(21|27),(1|23),0.020821,0.023170,-0.002349
(21|27),(1|24),0.021073,0.018052,+0.003022
(21|27),(3|8),0.000001,0.000000,+0.000001
(21|27),(3|10),0.000004,0.000000,+0.000004
(21|27),(3|11),0.000011,0.000000,+0.000011
(21|27),(3|12),0.000006,0.000018,-0.000012
(21|27),(3|13),0.000010,0.000022,-0.000012
(21|27),(3|14),0.000043,0.000044,-0.000001
(21|27),(3|15),0.000093,0.000124,-0.000031
(21|27),(3|16),0.000158,0.000182,-0.000024
(21|27),(3|17),0.000303,0.000323,-0.000021
(21|27),(3|18),0.000621,0.000762,-0.000141
(21|27),(3|19),0.001328,0.001267,+0.000061
(21|27),(3|20),0.002749,0.003093,-0.000344
(21|27),(3|21),0.005343,0.005649,-0.000306
(21|27),(3|22),0.010455,0.011268,-0.000813
(21|27),(3|23),0.020950,0.022602,-0.001652
(21|27),(3|24),0.021079,0.018380,+0.002699
(21|27),(5|6),0.000002,0.000000,+0.000002
(21|27),(5|7),0.000002,0.000000,+0.000002
(21|27),(5|8),0.000001,0.000000,+0.000001
(21|27),(5|10),0.000002,0.000009,-0.000007
(21|27),(5|11),0.000009,0.000004,+0.000004
(21|27),(5|12),0.000015,0.000004,+0.000011
(21|27),(5|13),0.000025,0.000027,-0.000002
(21|27),(5|14),0.000046,0.000053,-0.000007
(21|27),(5|15),0.000079,0.000080,-0.000000
(21|27),(5|16),0.000154,0.000155,-0.000001
(21|27),(5|17),0.000318,0.000346,-0.000028
(21|27),(5|18),0.000658,0.000603,+0.000055
(21|27),(5|19),0.001277,0.001360,-0.000084
(21|27),(5|20),0.002528,0.002769,-0.000241
(21|27),(5|21),0.005289,0.005986,-0.000698
(21|27),(5|22),0.010479,0.011193,-0.000713
(21|27),(5|23),0.020732,0.021636,-0.000904
(21|27),(5|24),0.020885,0.017799,+0.003086
(21|27),(7|11),0.000004,0.000009,-0.000005
(21|27),(7|12),0.000014,0.000004,+0.000010
(21|27),(7|13),0.000021,0.000009,+0.000012
(21|27),(7|14),0.000047,0.000049,-0.000001
(21|27),(7|15),0.000101,0.000111,-0.000010
(21|27),(7|16),0.000171,0.000191,-0.000019
(21|27),(7|17),0.000333,0.000284,+0.000050
(21|27),(7|18),0.000636,0.000607,+0.000029
(21|27),(7|19),0.001234,0.001281,-0.000047
(21|27),(7|20),0.002533,0.002836,-0.000302
(21|27),(7|21),0.005159,0.005388,-0.000229
(21|27),(7|22),0.010281,0.012500,-0.002218
(21|27),(7|23),0.020614,0.021858,-0.001244
(21|27),(7|24),0.020620,0.017954,+0.002666
(21|27),(9|10),0.000002,0.000004,-0.000002
(21|27),(9|11),0.000006,0.000013,-0.000007
(21|27),(9|12),0.000015,0.000018,-0.000002
(21|27),(9|13),0.000021,0.000031,-0.000010
(21|27),(9|14),0.000041,0.000040,+0.000001
(21|27),(9|15),0.000083,0.000115,-0.000033
(21|27),(9|16),0.000159,0.000155,+0.000004
(21|27),(9|17),0.000334,0.000372,-0.000038
(21|27),(9|18),0.000659,0.000642,+0.000016
(21|27),(9|19),0.001287,0.001502,-0.000215
(21|27),(9|20),0.002611,0.002690,-0.000078
(21|27),(9|21),0.005223,0.005548,-0.000324
(21|27),(9|22),0.010483,0.010967,-0.000484
(21|27),(9|23),0.020931,0.022585,-0.001654
(21|27),(9|24),0.020885,0.017374,+0.003511
(21|27),(11|9),0.000000,0.000004,-0.000004
(21|27),(11|11),0.000004,0.000000,+0.000004
(21|27),(11|12),0.000013,0.000013,-0.000001
(21|27),(11|13),0.000026,0.000013,+0.000013
(21|27),(11|14),0.000045,0.000049,-0.000003
(21|27),(11|15),0.000081,0.000102,-0.000021
(21|27),(11|16),0.000166,0.000248,-0.000082
(21|27),(11|17),0.000353,0.000368,-0.000014
(21|27),(11|18),0.000683,0.000682,+0.000000
(21|27),(11|19),0.001349,0.001679,-0.000331
(21|27),(11|20),0.002595,0.002663,-0.000068
(21|27),(11|21),0.005227,0.005450,-0.000223
(21|27),(11|22),0.010500,0.010493,+0.000007
(21|27),(11|23),0.021058,0.022571,-0.001513
(21|27),(11|24),0.021033,0.018685,+0.002348
(21|27),(13|10),0.000001,0.000013,-0.000012
(21|27),(13|11),0.000006,0.000009,-0.000003
(21|27),(13|12),0.000013,0.000013,+0.000000
(21|27),(13|13),0.000021,0.000035,-0.000014
(21|27),(13|14),0.000037,0.000058,-0.000021
(21|27),(13|15),0.000085,0.000053,+0.000031
(21|27),(13|16),0.000163,0.000133,+0.000030
(21|27),(13|17),0.000315,0.000323,-0.000008
(21|27),(13|18),0.000656,0.000749,-0.000093
(21|27),(13|19),0.001313,0.001272,+0.000042
(21|27),(13|20),0.002597,0.002845,-0.000247
(21|27),(13|21),0.005165,0.005251,-0.000086
(21|27),(13|22),0.010390,0.010882,-0.000492
(21|27),(13|23),0.020735,0.022545,-0.001809
(21|27),(13|24),0.020620,0.018101,+0.002519
(21|27),(15|8),0.000002,0.000000,+0.000002
(21|27),(15|9),0.000004,0.000000,+0.000004
(21|27),(15|10),0.000000,0.000004,-0.000004
(21|27),(15|11),0.000003,0.000000,+0.000003
(21|27),(15|12),0.000009,0.000009,-0.000000
(21|27),(15|13),0.000017,0.000031,-0.000014
(21|27),(15|14),0.000039,0.000035,+0.000003
(21|27),(15|15),0.000070,0.000062,+0.000008
(21|27),(15|16),0.000153,0.000128,+0.000024
(21|27),(15|17),0.000353,0.000332,+0.000020
(21|27),(15|18),0.000663,0.000802,-0.000139
(21|27),(15|19),0.001281,0.001338,-0.000057
(21|27),(15|20),0.002563,0.002659,-0.000095
(21|27),(15|21),0.005055,0.005499,-0.000444
(21|27),(15|22),0.010459,0.010741,-0.000281
(21|27),(15|23),0.021032,0.022638,-0.001606
(21|27),(15|24),0.021011,0.017715,+0.003296
(21|27),(17|10),0.000000,0.000009,-0.000009
(21|27),(17|11),0.000001,0.000000,+0.000001
(21|27),(17|12),0.000005,0.000004,+0.000000
(21|27),(17|13),0.000011,0.000031,-0.000020
(21|27),(17|14),0.000035,0.000022,+0.000013
(21|27),(17|15),0.000080,0.000049,+0.000031
(21|27),(17|16),0.000152,0.000102,+0.000050
(21|27),(17|17),0.000318,0.000346,-0.000028
(21|27),(17|18),0.000661,0.000616,+0.000045
(21|27),(17|19),0.001305,0.001413,-0.000109
(21|27),(17|20),0.002615,0.002623,-0.000008
(21|27),(17|21),0.005224,0.005286,-0.000062
(21|27),(17|22),0.010471,0.011241,-0.000771
(21|27),(17|23),0.020783,0.021867,-0.001084
(21|27),(17|24),0.020644,0.018863,+0.001781
(21|27),(19|8),0.000001,0.000004,-0.000003
(21|27),(19|10),0.000003,0.000000,+0.000003
(21|27),(19|11),0.000008,0.000004,+0.000004
(21|27),(19|12),0.000015,0.000027,-0.000011
(21|27),(19|13),0.000023,0.000035,-0.000012
(21|27),(19|14),0.000032,0.000022,+0.000010
(21|27),(19|15),0.000073,0.000058,+0.000015
(21|27),(19|16),0.000175,0.000213,-0.000038
(21|27),(19|17),0.000329,0.000337,-0.000008
(21|27),(19|18),0.000619,0.000687,-0.000067
(21|27),(19|19),0.001271,0.001360,-0.000090
(21|27),(19|20),0.002557,0.002672,-0.000115
(21|27),(19|21),0.005130,0.005610,-0.000480
(21|27),(19|22),0.010384,0.010674,-0.000290
(21|27),(19|23),0.020883,0.021986,-0.001104
(21|27),(19|24),0.020917,0.018632,+0.002285
(21|27),(21|9),0.000001,0.000000,+0.000001
(21|27),(21|10),0.000004,0.000004,-0.000000
(21|27),(21|11),0.000005,0.000004,+0.000001
(21|27),(21|12),0.000009,0.000013,-0.000004
(21|27),(21|13),0.000017,0.000013,+0.000004
(21|27),(21|14),0.000038,0.000035,+0.000003
(21|27),(21|15),0.000075,0.000160,-0.000085
(21|27),(21|16),0.000156,0.000199,-0.000043
(21|27),(21|17),0.000331,0.000381,-0.000050
(21|27),(21|18),0.000644,0.000665,-0.000021
(21|27),(21|19),0.001312,0.001365,-0.000053
(21|27),(21|20),0.002654,0.003164,-0.000510
(21|27),(21|21),0.005218,0.005424,-0.000206
(21|27),(21|22),0.010420,0.010670,-0.000250
(21|27),(21|23),0.020933,0.021876,-0.000942
(21|27),(21|24),0.021056,0.018207,+0.002849
(21|27),(23|7),0.000001,0.000000,+0.000001
(21|27),(23|8),0.000000,0.000004,-0.000004
(21|27),(23|10),0.000001,0.000004,-0.000003
(21|27),(23|11),0.000005,0.000004,+0.000000
(21|27),(23|12),0.000006,0.000004,+0.000002
(21|27),(23|13),0.000015,0.000031,-0.000016
(21|27),(23|14),0.000041,0.000035,+0.000006
(21|27),(23|15),0.000075,0.000102,-0.000027
(21|27),(23|16),0.000151,0.000111,+0.000041
(21|27),(23|17),0.000305,0.000452,-0.000147
(21|27),(23|18),0.000648,0.000678,-0.000030
(21|27),(23|19),0.001310,0.001320,-0.000010
(21|27),(23|20),0.002553,0.002889,-0.000336
(21|27),(23|21),0.005176,0.005406,-0.000230
(21|27),(23|22),0.010327,0.011002,-0.000675
(21|27),(23|23),0.020545,0.021535,-0.000990
(21|27),(23|24),0.020591,0.018903,+0.001688
(21|27),(25|9),0.000003,0.000009,-0.000006
(21|27),(25|10),0.000005,0.000000,+0.000005
(21|27),(25|11),0.000008,0.000000,+0.000008
(21|27),(25|12),0.000014,0.000018,-0.000004
(21|27),(25|13),0.000020,0.000027,-0.000007
(21|27),(25|14),0.000035,0.000035,-0.000001
(21|27),(25|15),0.000076,0.000124,-0.000048
(21|27),(25|16),0.000167,0.000182,-0.000014
(21|27),(25|17),0.000347,0.000346,+0.000002
(21|27),(25|18),0.000659,0.000656,+0.000004
(21|27),(25|19),0.001299,0.001444,-0.000145
(21|27),(25|20),0.002601,0.002858,-0.000257
(21|27),(25|21),0.005210,0.005530,-0.000320
(21|27),(25|22),0.010455,0.011365,-0.000911
(21|27),(25|23),0.020771,0.022057,-0.001287
(21|27),(25|24),0.020592,0.018109,+0.002483
(21|27),(27|9),0.000001,0.000004,-0.000004
(21|27),(27|10),0.000003,0.000004,-0.000002
(21|27),(27|11),0.000004,0.000000,+0.000004
(21|27),(27|12),0.000009,0.000013,-0.000005
(21|27),(27|13),0.000019,0.000031,-0.000012
(21|27),(27|14),0.000039,0.000035,+0.000003
(21|27),(27|15),0.000079,0.000075,+0.000003
(21|27),(27|16),0.000143,0.000137,+0.000006
(21|27),(27|17),0.000328,0.000408,-0.000080
(21|27),(27|18),0.000651,0.000634,+0.000017
(21|27),(27|19),0.001309,0.001449,-0.000140
(21|27),(27|20),0.002629,0.002778,-0.000150
(21|27),(27|21),0.005199,0.005627,-0.000428
(21|27),(27|22),0.010391,0.011122,-0.000730
(21|27),(27|23),0.020821,0.021916,-0.001095
(21|27),(27|24),0.020860,0.018149,+0.002711
(21|27),(29|6),0.000001,0.000000,+0.000001
(21|27),(29|9),0.000002,0.000004,-0.000002
(21|27),(29|10),0.000002,0.000000,+0.000002
(21|27),(29|11),0.000003,0.000009,-0.000006
(21|27),(29|12),0.000007,0.000013,-0.000007
(21|27),(29|13),0.000016,0.000009,+0.000007
(21|27),(29|14),0.000042,0.000053,-0.000011
(21|27),(29|15),0.000102,0.000066,+0.000036
(21|27),(29|16),0.000176,0.000128,+0.000048
(21|27),(29|17),0.000311,0.000270,+0.000040
(21|27),(29|18),0.000644,0.000629,+0.000015
(21|27),(29|19),0.001293,0.001227,+0.000065
(21|27),(29|20),0.002624,0.002765,-0.000141
(21|27),(29|21),0.005277,0.005605,-0.000328
(21|27),(29|22),0.010451,0.011529,-0.001078
(21|27),(29|23),0.020927,0.021690,-0.000762
(21|27),(29|24),0.020743,0.018211,+0.002531
(21|27),(31|10),0.000001,0.000004,-0.000003
(21|27),(31|11),0.000003,0.000004,-0.000002
(21|27),(31|12),0.000011,0.000000,+0.000011
(21|27),(31|13),0.000029,0.000027,+0.000003
(21|27),(31|14),0.000053,0.000018,+0.000036
(21|27),(31|15),0.000075,0.000142,-0.000066
(21|27),(31|16),0.000147,0.000160,-0.000012
(21|27),(31|17),0.000304,0.000390,-0.000086
(21|27),(31|18),0.000655,0.000642,+0.000013
(21|27),(31|19),0.001290,0.001431,-0.000141
(21|27),(31|20),0.002539,0.002707,-0.000168
(21|27),(31|21),0.005209,0.005539,-0.000329
(21|27),(31|22),0.010532,0.010736,-0.000204
(21|27),(31|23),0.020894,0.021402,-0.000508
(21|27),(31|24),0.020695,0.018016,+0.002678
(21|28),(1|9),0.000001,0.000000,+0.000001
(21|28),(1|11),0.000004,0.000000,+0.000004
(21|28),(1|12),0.000008,0.000004,+0.000004
(21|28),(1|13),0.000011,0.000009,+0.000002
(21|28),(1|14),0.000027,0.000031,-0.000004
(21|28),(1|15),0.000049,0.000053,-0.000004
(21|28),(1|16),0.000075,0.000058,+0.000017
(21|28),(1|17),0.000167,0.000133,+0.000034
(21|28),(1|18),0.000328,0.000306,+0.000022
(21|28),(1|19),0.000659,0.000621,+0.000037
(21|28),(1|20),0.001289,0.001575,-0.000286
(21|28),(1|21),0.002565,0.002636,-0.000070
(21|28),(1|22),0.005240,0.005817,-0.000577
(21|28),(1|23),0.010385,0.011368,-0.000983
(21|28),(1|24),0.020821,0.021151,-0.000330
(21|28),(1|25),0.021073,0.018178,+0.002895
(21|28),(3|9),0.000001,0.000000,+0.000001
(21|28),(3|11),0.000004,0.000000,+0.000004
(21|28),(3|12),0.000011,0.000000,+0.000011
(21|28),(3|13),0.000006,0.000009,-0.000003
(21|28),(3|14),0.000010,0.000009,+0.000001
(21|28),(3|15),0.000043,0.000035,+0.000008
(21|28),(3|16),0.000093,0.000062,+0.000031
(21|28),(3|17),0.000158,0.000133,+0.000025
(21|28),(3|18),0.000303,0.000293,+0.000010
(21|28),(3|19),0.000621,0.000701,-0.000080
(21|28),(3|20),0.001328,0.001238,+0.000090
(21|28),(3|21),0.002749,0.002724,+0.000024
(21|28),(3|22),0.005343,0.005555,-0.000212
(21|28),(3|23),0.010455,0.010800,-0.000345
(21|28),(3|24),0.020950,0.021945,-0.000995
(21|28),(3|25),0.021079,0.018072,+0.003007
(21|28),(5|7),0.000002,0.000000,+0.000002
(21|28),(5|8),0.000002,0.000000,+0.000002
(21|28),(5|9),0.000001,0.000000,+0.000001
(21|28),(5|11),0.000002,0.000000,+0.000002
(21|28),(5|12),0.000009,0.000009,-0.000000
(21|28),(5|13),0.000015,0.000009,+0.000006
(21|28),(5|14),0.000025,0.000009,+0.000016
(21|28),(5|15),0.000046,0.000013,+0.000033
(21|28),(5|16),0.000079,0.000102,-0.000023
(21|28),(5|17),0.000154,0.000155,-0.000001
(21|28),(5|18),0.000318,0.000368,-0.000050
(21|28),(5|19),0.000658,0.000688,-0.000030
(21|28),(5|20),0.001277,0.001202,+0.000074
(21|28),(5|21),0.002528,0.002578,-0.000050
(21|28),(5|22),0.005289,0.005311,-0.000022
(21|28),(5|23),0.010479,0.010986,-0.000507
(21|28),(5|24),0.020732,0.023183,-0.002451
(21|28),(5|25),0.020885,0.018613,+0.002272
(21|28),(7|6),0.000001,0.000000,+0.000001
(21|28),(7|12),0.000004,0.000004,-0.000000
(21|28),(7|13),0.000014,0.000009,+0.000005
(21|28),(7|14),0.000021,0.000022,-0.000001
(21|28),(7|15),0.000047,0.000062,-0.000015
(21|28),(7|16),0.000101,0.000115,-0.000015
(21|28),(7|17),0.000171,0.000177,-0.000006
(21|28),(7|18),0.000333,0.000386,-0.000053
(21|28),(7|19),0.000636,0.000670,-0.000034
(21|28),(7|20),0.001234,0.001486,-0.000252
(21|28),(7|21),0.002533,0.002538,-0.000005
(21|28),(7|22),0.005159,0.005515,-0.000356
(21|28),(7|23),0.010281,0.010915,-0.000634
(21|28),(7|24),0.020614,0.022043,-0.001429
(21|28),(7|25),0.020620,0.018081,+0.002539
(21|28),(9|11),0.000002,0.000000,+0.000002
(21|28),(9|12),0.000006,0.000004,+0.000002
(21|28),(9|13),0.000015,0.000004,+0.000011
(21|28),(9|14),0.000021,0.000027,-0.000005
(21|28),(9|15),0.000041,0.000058,-0.000017
(21|28),(9|16),0.000083,0.000089,-0.000006
(21|28),(9|17),0.000159,0.000191,-0.000032
(21|28),(9|18),0.000334,0.000333,+0.000001
(21|28),(9|19),0.000659,0.000670,-0.000011
(21|28),(9|20),0.001287,0.001353,-0.000067
(21|28),(9|21),0.002611,0.002915,-0.000304
(21|28),(9|22),0.005223,0.005457,-0.000234
(21|28),(9|23),0.010483,0.010675,-0.000193
(21|28),(9|24),0.020931,0.021715,-0.000784
(21|28),(9|25),0.020885,0.018524,+0.002361
(21|28),(11|12),0.000004,0.000013,-0.000009
(21|28),(11|13),0.000013,0.000000,+0.000013
(21|28),(11|14),0.000026,0.000009,+0.000017
(21|28),(11|15),0.000045,0.000049,-0.000003
(21|28),(11|16),0.000081,0.000120,-0.000038
(21|28),(11|17),0.000166,0.000209,-0.000043
(21|28),(11|18),0.000353,0.000297,+0.000056
(21|28),(11|19),0.000683,0.000621,+0.000061
(21|28),(11|20),0.001349,0.001309,+0.000040
(21|28),(11|21),0.002595,0.002649,-0.000054
(21|28),(11|22),0.005227,0.005577,-0.000351
(21|28),(11|23),0.010500,0.011532,-0.001032
(21|28),(11|24),0.021058,0.021488,-0.000430
(21|28),(11|25),0.021033,0.018746,+0.002287
(21|28),(13|11),0.000001,0.000000,+0.000001
(21|28),(13|12),0.000006,0.000009,-0.000003
